,EventID,Start_Time,End_Time,Outage_Duration_In_Days,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Risk_Classification
2331,2332,2/1/2017 8:00,2/10/2017 7:30,8.98,2017,2,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,High Risk
2332,2333,2/10/2017 8:00,2/10/2017 8:00,0,2017,2,AUXC_WGP,AUXC,Cancelled By Market Participant,Forced,12.15,Portal did not update to reflect nomination change,Low Risk
2333,2334,2/10/2017 10:30,2/10/2017 11:00,0.02,2017,2,TESLA_PICTON_G1,TSLA_MGT,Cancelled By Market Participant,Forced,9.9,Enable signal was removed multiple feeders tripping at Western Power's Picton Power station. Site cannot operate without enable signal. Will request conversion to consequential.,Low Risk
2334,2335,2/9/2017 7:30,2/9/2017 14:00,0.27,2017,2,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Outage due to Western Power works ENAR294677. (Request to be made to convert to Consequential)  ,N/A
4527,4528,1/27/2016 8:00,1/1/2016 7:30,26.02,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),12,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
2336,2337,2/21/2017 9:00,2/21/2017 16:30,0.31,2017,2,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,Crank test both units.,N/A
2337,2338,2/10/2017 8:00,2/10/2017 13:30,0.23,2017,2,PERTHENERGY_KORL_GT1,PUG,Approved,Scheduled (Planned),58,GT2 fogging system filter replacement.,N/A
2338,2339,2/15/2017 7:00,2/16/2017 0:30,0.73,2017,2,TIWEST_COG1,TRMOS,Approved,Scheduled (Planned),42.1,Damper - Proportional V/V,N/A
2339,2340,1/29/2017 4:00,1/29/2017 4:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,22.223,unit slow to ramp up.,High Risk
2340,2341,6/30/2017 8:00,6/13/2017 19:30,16.52,2017,6,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,Combustion inspection,N/A
2341,2342,2/3/2017 17:30,2/3/2017 21:00,0.15,2017,2,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Feeder was down due to fault on Western Power network. Site cannot operate while feeder is down. Will request conversion to consequential.,N/A
4528,4529,1/25/2016 8:00,1/1/2016 7:30,24.02,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),17,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
2343,2344,1/26/2017 9:30,1/26/2017 9:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,5.879,Maximum output limited due to ambient conditions,High Risk
2344,2345,1/26/2017 9:00,1/26/2017 9:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,5.44,Maximum output limited due to ambient conditions,High Risk
2345,2346,1/26/2017 8:30,1/26/2017 8:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,4.72,Maximum output limited due to ambient conditions,High Risk
2346,2347,1/26/2017 7:30,1/26/2017 7:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,5.312,Maximum output limited due to ambient conditions,High Risk
2347,2348,1/26/2017 9:30,1/26/2017 9:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,5.465,Maximum output limited due to ambient conditions,High Risk
2348,2349,1/26/2017 7:30,1/26/2017 7:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,11.647,Maximum output limited due to ambient conditions,High Risk
2349,2350,1/28/2017 20:30,1/28/2017 21:00,0.02,2017,1,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,WMS 801 and WMK 801 opened due to Phase B being hit by lightening,Medium Risk
2350,2351,2/2/2017 10:30,2/2/2017 16:30,0.25,2017,2,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),82,Run units to FSNL for periodic routine.,N/A
2351,2352,1/18/2017 8:00,1/1/2017 7:30,17.02,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,High Risk
2352,2353,2/6/2017 9:00,2/6/2017 13:00,0.17,2017,2,KORL_GT3,KORL,Approved,Scheduled (Planned),50,Part Load,N/A
2353,2354,2/18/2017 16:00,2/19/2017 13:30,0.9,2017,2,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,52,Outage as a result of Western Power works DI 267822,Medium Risk
2354,2355,2/18/2017 16:00,2/19/2017 13:30,0.9,2017,2,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,52,Forced outage as a result of Western Power works DI 267822,Medium Risk
2355,2356,1/31/2017 10:30,1/31/2017 15:30,0.21,2017,1,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),82,Both units having their Muscle Air Compressors serviced by an external contractor.,N/A
2356,2357,1/23/2017 11:30,1/23/2017 18:30,0.29,2017,1,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,116,PLC issue taking units out of availability.,High Risk
2357,2358,1/21/2017 5:30,1/22/2017 0:30,0.79,2017,1,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,116,PLC issue taking units out of availability.,High Risk
2358,2359,1/24/2017 13:30,1/24/2017 13:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,159.676,Wagerup U1 slow to ramp due to plant issues,High Risk
2359,2360,1/31/2017 9:30,1/31/2017 15:30,0.25,2017,1,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),116,ODOM,N/A
2360,2361,1/30/2017 1:00,1/30/2017 19:00,0.75,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Feeder was down due to fault on Western Power network. Site cannot operate while feeder is down. Will request conversion to consequential.,N/A
4529,4530,1/23/2016 8:00,1/24/2016 7:30,0.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),77,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4530,4531,1/20/2016 8:00,1/22/2016 7:30,1.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),37,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4531,4532,1/20/2016 8:00,1/23/2016 7:30,2.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),37,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4560,4561,1/11/2016 11:00,1/12/2016 7:30,0.85,2016,1,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),215,Repack FW v/v,N/A
4577,4578,1/10/2016 8:00,1/10/2016 17:00,0.38,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),70,Cooling Tower Top Deck Clean,N/A
2366,2367,3/1/2017 17:00,3/4/2017 16:30,2.98,2017,3,BW1_GREENWATERS_G2,GW,Cancelled By System Management,Scheduled (Planned),156,Turbine inspection,N/A
2367,2368,2/26/2017 17:00,2/1/2017 11:30,25.23,2017,2,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,Turbine inspection,N/A
2368,2369,1/30/2017 9:00,1/30/2017 11:30,0.1,2017,1,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),156,ODOM,N/A
2369,2370,1/16/2017 8:00,1/18/2017 7:30,1.98,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,High Risk
2370,2371,1/30/2017 10:30,1/30/2017 11:30,0.04,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,17,"Start up curve, Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",High Risk
2371,2372,1/30/2017 6:00,1/30/2017 10:00,0.17,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,21,"11MVAr protection (breaker change out), Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670",High Risk
2372,2373,1/29/2017 10:00,1/29/2017 11:00,0.04,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Western Power feeder was down due to tripped recloser. Site cannot operate while feeder is down. Will request conversion to consequential.,N/A
2373,2374,1/28/2017 17:00,1/28/2017 17:30,0.02,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Western Power feeder down due to tripped recloser. Site cannot operate while feeder is down. Will request conversion to consequential.,N/A
2374,2375,1/28/2017 12:30,1/28/2017 8:30,0.17,2017,1,PJRH_GT11,PJRH,Approved,Forced,127,Loss RTS,High Risk
2375,2376,4/13/2017 8:00,4/13/2017 16:30,0.35,2017,4,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,N/A
2376,2377,4/6/2017 8:00,4/6/2017 16:30,0.35,2017,4,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,N/A
2377,2378,1/27/2017 17:00,1/27/2017 17:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,12.49,Refinery Steam & Power Imbalance.,High Risk
2378,2379,3/11/2017 8:00,3/14/2017 7:30,2.98,2017,3,BW1_GREENWATERS_G2,GW,Not Accepted,Scheduled (Planned),217,Conduct Generator Inspection and Maintenance,N/A
2379,2380,2/1/2017 8:00,2/11/2017 7:30,9.98,2017,2,BW1_GREENWATERS_G2,GW,Not Accepted,Scheduled (Planned),217,Conduct Generator Inspection and Maintenance,N/A
2380,2381,1/14/2017 0:30,1/16/2017 7:30,2.29,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,217,Operational Issues caused real time forced outage.,High Risk
2381,2382,1/14/2017 0:30,1/16/2017 7:30,2.29,2017,1,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Forced,217,Operational Issues caused real time forced outage.,Medium Risk
2382,2383,1/14/2017 0:00,1/14/2017 0:00,0,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,175.82,Operational Issues caused real time forced outage.,High Risk
2383,2384,2/1/2017 8:00,2/2/2017 7:30,0.98,2017,2,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,117.4,Unit decommissioned,Low Risk
2384,2385,1/26/2017 11:30,1/26/2017 11:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,13.33,"Power/ Steam imbalance
",High Risk
2385,2386,1/26/2017 11:00,1/26/2017 11:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,12.36,"Power/ Steam imbalance
",High Risk
2386,2387,1/26/2017 9:30,1/26/2017 9:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,12.82,"Power/ Steam imbalance
",High Risk
2387,2388,1/26/2017 9:00,1/26/2017 9:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,12.5,"Power/ Steam imbalance
",High Risk
2388,2389,1/25/2017 13:30,1/25/2017 13:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,10.16,"Power/ Steam imbalance
",High Risk
2389,2390,1/26/2017 0:30,1/25/2017 13:00,0.48,2017,1,AUXC_WGP,AUXC,Approved,Forced,10.53,"Power/ Steam imbalance
",High Risk
2390,2391,1/26/2017 0:30,1/26/2017 0:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,11.15,"Power/ Steam imbalance
",High Risk
2391,2392,1/25/2017 11:00,1/25/2017 11:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.72,"Power/ Steam imbalance
",High Risk
2392,2393,1/25/2017 10:30,1/25/2017 10:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.5,"Power/ Steam imbalance
",High Risk
2393,2394,1/25/2017 10:00,1/25/2017 10:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.04,Power steam imbalance,High Risk
2394,2395,1/28/2017 8:00,1/9/2017 16:30,18.65,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,Boiler #1 Inspection,N/A
2395,2396,11/5/2017 8:00,11/10/2017 17:30,5.4,2017,11,KORL_GT3,KORL,Approved,Scheduled (Planned),21,EI,N/A
2396,2397,10/25/2017 7:00,10/14/2017 18:00,10.54,2017,10,KORL_GT3,KORL,Approved,Scheduled (Planned),100.1,BI+PI+IC M+GCB+MCC,N/A
2397,2398,10/15/2017 7:00,10/4/2017 18:00,10.54,2017,10,KORL_GT3,KORL,Approved,Scheduled (Planned),100.1,BI+PI+IC M+GCB+MCC,N/A
2398,2399,1/24/2017 9:00,1/24/2017 9:30,0.02,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Forced,9.9,Trip occurred during internal testing. Enable removed until trip reset.,Low Risk
4578,4579,1/10/2016 8:00,1/11/2016 7:30,0.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),215,Cooling Tower Top Deck Clean,N/A
4580,4581,1/8/2016 0:00,1/7/2016 17:30,0.27,2016,1,MELK_G7,MELK,Approved,Consequential,205.9,NT91 Transmission Line Trip causing M6 Load Rejection/Trip,N/A
2401,2402,8/6/2017 7:00,8/29/2017 13:30,23.27,2017,8,PJRH_GT11,PJRH,Approved,Scheduled (Planned),116,HGP+RX+EI+PROT+SUT,N/A
2402,2403,7/7/2017 8:00,7/30/2017 18:00,23.42,2017,7,WEST_KALGOORLIE_GT2,WGUTD,Cancelled By Market Participant,Scheduled (Planned),36,EI+SUT,N/A
2403,2404,7/2/2017 8:00,7/12/2017 18:00,10.42,2017,7,PJRH_GT11,PJRH,Approved,Scheduled (Planned),37.2,EI,N/A
2404,2405,7/2/2017 8:00,7/18/2017 14:30,16.27,2017,7,PJRH_GT11,PJRH,Approved,Scheduled (Planned),37.2,HGP+EI+GI,N/A
2405,2406,6/7/2017 7:00,6/20/2017 13:00,13.25,2017,6,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),24,EI+SUT,N/A
2406,2407,5/8/2017 7:00,5/18/2017 13:00,10.25,2017,5,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),38.2,EI,N/A
2407,2408,5/1/2017 7:00,5/30/2017 17:00,29.42,2017,5,KORL_GT3,KORL,Cancelled By Market Participant,Scheduled (Planned),100.1,BI+COMP,N/A
2408,2409,4/29/2017 8:00,4/23/2017 15:30,5.69,2017,4,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,HGP+EI+SUT+PROT,N/A
2409,2410,4/9/2017 7:00,4/8/2017 17:00,0.58,2017,4,KORL_GT3,KORL,Cancelled By Market Participant,Scheduled (Planned),100.1,BI+HSE+IC,N/A
2410,2411,4/2/2017 7:00,4/15/2017 17:00,13.42,2017,4,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,Exh Insp,N/A
4585,4586,1/6/2016 20:00,1/7/2016 12:00,0.67,2016,1,MELK_G7,MELK,Approved,Consequential,205.9,NT91 Transmission Line Trip causing M6 Load Rejection/Trip,N/A
2412,2413,1/18/2017 11:00,1/18/2017 11:00,0,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Opportunistic Maintenance (Planned),24,ODOM,N/A
2413,2414,1/18/2017 11:00,1/18/2017 11:00,0,2017,1,WEST_KALGOORLIE_GT2,WGUTD,Approved,Opportunistic Maintenance (Planned),36,ODOM,N/A
2414,2415,1/13/2017 2:30,1/13/2017 7:00,0.19,2017,1,PJRH_GT11,PJRH,Approved,Forced,38.293,FO,High Risk
2415,2416,1/21/2017 21:30,1/21/2017 23:30,0.08,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal removed by Western Power due to pole top fire on feeder. Site cannot operate without enable signal. Will request conversion to consequential.,N/A
2416,2417,1/10/2017 21:00,1/10/2017 21:00,0,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,28.233,Operational Issues caused real time forced outage.,High Risk
2417,2418,1/10/2017 18:00,1/10/2017 20:30,0.1,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,28.572,Operational Issues caused real time forced outage.,High Risk
2418,2419,1/24/2017 7:00,1/24/2017 15:30,0.35,2017,1,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),62,WPC requested Newgen Neerabup output reduction requirement for surface pollutant removal at NBT - 24th Jan ,N/A
2419,2420,1/18/2017 14:00,1/18/2017 16:30,0.1,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Emergency generator caused hydraulic fault and demin water plant trip,High Risk
2420,2421,1/18/2017 11:00,1/18/2017 17:30,0.27,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Tapping fan MCC fault,High Risk
2421,2422,1/10/2017 14:00,1/10/2017 14:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,45.153,Unit slow to ramp up.,High Risk
2422,2423,1/9/2017 8:00,1/9/2017 8:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,117.963,Unit slow to ramp up.,High Risk
4600,4601,1/3/2016 15:30,1/3/2016 15:30,0,2016,1,MELK_G7,MELK,Approved,Forced,50,Over-speed trip fault,High Risk
4601,4602,1/3/2016 15:00,1/3/2016 15:00,0,2016,1,MELK_G7,MELK,Approved,Forced,54.13,Over-speed trip fault,High Risk
4602,4603,1/3/2016 14:00,1/3/2016 14:30,0.02,2016,1,MELK_G7,MELK,Approved,Forced,55,Over-speed trip fault,High Risk
4625,4626,1/27/2016 8:00,1/3/2016 7:30,24.02,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),7,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
2427,2428,1/9/2017 10:30,1/13/2017 14:30,4.17,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,15,CG1 outage,High Risk
2428,2429,1/9/2017 10:00,1/9/2017 10:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Consequential,27.225,CG1 outage with Geraldton Feeder tripping,N/A
2429,2430,1/9/2017 9:30,1/9/2017 9:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Consequential,51.975,CG1 outage with Geraldton Feeder tripping,N/A
2430,2431,1/17/2017 8:30,1/17/2017 15:00,0.27,2017,1,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Failure of Damper Door HPU,High Risk
2431,2432,1/17/2017 23:30,1/17/2017 23:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.07,Refinery steam and power imbalance.,High Risk
2432,2433,1/17/2017 11:00,1/17/2017 15:30,0.19,2017,1,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),116,ODOM,N/A
2433,2434,1/20/2017 8:00,1/21/2017 0:00,0.67,2017,1,PJRH_GT11,PJRH,Approved,Scheduled (Planned),116,Pre accepted,N/A
2434,2435,1/14/2017 16:30,1/14/2017 16:30,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.88,Power / steam imbalance. High ambient temperature.,High Risk
2435,2436,1/14/2017 16:00,1/14/2017 16:00,0,2017,1,AUXC_WGP,AUXC,Approved,Forced,8.19,Steam /  power imbalance. High ambient temperature.,High Risk
2436,2437,1/10/2017 18:00,1/12/2017 20:00,2.08,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Outage due to fault on Transmission network. NOCC advised issues on transmission feeders and several days before they can be rectified.,N/A
2437,2438,1/8/2017 17:00,1/9/2017 9:00,0.67,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,15,CG1 outage.,High Risk
2438,2439,1/8/2017 7:30,1/8/2017 16:30,0.38,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,30,CG1 and CG4 outage.,High Risk
2439,2440,1/7/2017 1:00,1/8/2017 7:00,1.25,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,15,CG1 outage.,High Risk
2440,2441,1/7/2017 1:00,1/9/2017 9:00,2.33,2017,1,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,15,CG1 outage.,High Risk
2441,2442,1/6/2017 8:00,1/7/2017 0:30,0.69,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,15,CG4 outage.,High Risk
2442,2443,1/4/2017 5:30,1/4/2017 5:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,13.046,Unit slow to ramp up,High Risk
2443,2444,1/3/2017 17:00,1/3/2017 17:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,33.964,Generator transformer issue and unit protection.,High Risk
2444,2445,1/3/2017 16:30,1/3/2017 16:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,40.157,Generator transformer issue and unit protection.,High Risk
2445,2446,2/15/2017 5:00,2/16/2017 0:30,0.81,2017,2,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMS OOS For Compressor Wash,N/A
2446,2447,2/1/2017 5:00,2/2/2017 0:30,0.81,2017,2,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMK OOS For Compressor Wash,N/A
2447,2448,2/15/2017 5:00,2/16/2017 0:30,0.81,2017,2,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMS OOS For Compressor Wash,N/A
2448,2449,2/1/2017 5:00,2/2/2017 0:30,0.81,2017,2,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMK OOS For Compressor Wash,N/A
2449,2450,12/29/2016 9:30,12/3/2016 13:30,25.83,2016,12,COLLGAR_WF1,COLLGAR,Approved,Forced,52,Forced outage,High Risk
2450,2451,12/28/2016 21:00,12/29/2016 9:00,0.5,2016,12,COLLGAR_WF1,COLLGAR,Approved,Forced,100,Forced outage,High Risk
2451,2452,1/10/2017 20:30,1/10/2017 20:30,0,2017,1,COLLGAR_WF1,COLLGAR,Approved,Forced,19.8,GT Pulsation Monitor PLS,High Risk
4626,4627,1/27/2016 8:00,1/3/2016 7:30,24.02,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),7,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4627,4628,1/20/2016 8:00,1/27/2016 7:30,6.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),12,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
2454,2455,1/2/2017 14:00,1/2/2017 14:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,140.022,Unit slow to ramp up.,High Risk
2455,2456,1/3/2017 7:00,1/3/2017 7:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,8.173,Unit slow to ramp up.,High Risk
2456,2457,1/3/2017 7:00,1/3/2017 7:00,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,11.133,Unit slow to ramp up.,High Risk
2457,2458,1/11/2017 0:30,1/10/2017 13:30,0.46,2017,1,TIWEST_COG1,TRMOS,Approved,Forced,2,Control System minimum setting for re-starting HRSG following steam outage,High Risk
2458,2459,1/10/2017 4:00,1/10/2017 5:00,0.04,2017,1,TIWEST_COG1,TRMOS,Approved,Forced,16.5,Manual Operator Error while HRSG was being shut down,High Risk
2459,2460,1/11/2017 3:00,1/11/2017 6:00,0.13,2017,1,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable Signal removed by Western Power. Site cannot operate without enable. Will request conversion to consequential. ,N/A
2460,2461,1/10/2017 10:00,1/10/2017 10:30,0.02,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,6,Fan 13 off line due to maintenance work. For further information contact Simcoa Furnace Control on 9780 6670,High Risk
2461,2462,1/4/2017 2:00,1/4/2017 17:30,0.65,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Consequential,5,Due to distribution outage from pole top fire,N/A
2462,2463,1/4/2017 2:00,1/4/2017 17:30,0.65,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Consequential,5,Due to distribution outage from pole top fire,N/A
2463,2464,12/28/2016 20:30,12/28/2016 22:30,0.08,2016,12,TESLA_PICTON_G1,TSLA_MGT,Approved,Forced,80,Temporary generator supplying LV auxiliary load malfunction.,Low Risk
2464,2465,12/27/2016 22:30,12/28/2016 8:30,0.42,2016,12,TESLA_PICTON_G1,TSLA_MGT,Approved,Forced,80,Temporary generator supplying LV auxiliary load malfunction.,Low Risk
2465,2466,1/9/2017 9:30,1/9/2017 11:30,0.08,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,28,Evaporative cooling inoperative due to demin water plant defect,High Risk
2466,2467,1/8/2017 20:30,1/9/2017 11:30,0.63,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,28,Evaporative cooling inoperative due to demin water plant defect,High Risk
2467,2468,1/13/2017 21:00,1/16/2017 7:00,2.42,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,Boiler 1  Steam Drum Vlv Gland Repair,N/A
2468,2469,1/6/2017 9:30,1/6/2017 13:30,0.17,2017,1,KORL_GT3,KORL,Approved,Forced,100.1,FO,High Risk
2469,2470,1/20/2017 12:30,1/25/2017 7:30,4.79,2017,1,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,MFC#6 Steam PSV inspection and repair.,N/A
2470,2471,1/2/2017 0:30,1/2/2017 0:30,0,2017,1,AURICON_PNJ_U1,AURICON,Approved,Forced,10.397,Unit slow to ramp from previous dispatch,High Risk
2471,2472,1/6/2017 15:30,1/6/2017 15:30,0,2017,1,BW1_GREENWATERS_G2,GW,Approved,Forced,18.5,Furnace 2 - Taphole blow and repack ,High Risk
2472,2473,1/5/2017 13:00,1/5/2017 16:00,0.13,2017,1,DNHR_DENMARK_WF1,DNHR,Approved,Consequential,1.44,"Outage on the lower Denmark feeder caused a trip of the windfarm CMS around 1:28 pm; after outage was cleared, windfarm cms was closed by operator approx. 4:20pm ",N/A
4628,4629,1/20/2016 8:00,1/27/2016 7:30,6.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),17,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4629,4630,1/5/2016 8:00,1/20/2016 7:30,14.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),12,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4630,4631,1/5/2016 8:00,1/20/2016 7:30,14.98,2016,1,MELK_G7,MELK,Approved,Scheduled (Planned),37,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4632,4633,1/12/2016 8:00,1/25/2016 7:30,12.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),12,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4633,4634,1/12/2016 8:00,1/25/2016 7:30,12.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),17,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4634,4635,1/5/2016 8:00,1/12/2016 7:30,6.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),17,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4635,4636,1/5/2016 8:00,1/12/2016 7:30,6.98,2016,1,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),42,Reduced Load to allow for increased CW Temperature / Vacuum ,N/A
4637,4638,10/14/2016 21:00,10/14/2016 7:30,0.56,2016,10,MELK_G7,MELK,Approved,Scheduled (Planned),227,Unit overhaul - includes dual outage with M7,N/A
4638,4639,10/21/2016 21:00,10/21/2016 7:30,0.56,2016,10,MELK_G7,MELK,Approved,Scheduled (Planned),227,Unit overhaul - Includes dual outage with M8,N/A
4653,4654,5/6/2016 8:00,5/7/2016 7:30,0.98,2016,5,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),55,B Class Outage,N/A
4654,4655,7/1/2016 22:30,7/16/2016 0:00,14.06,2016,7,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),55,B- Class Outage,N/A
16,17,12/30/2017 18:30,12/30/2017 18:30,0,2017,12,MELK_G7,MELK,Approved,Forced,4,Boiler feedpump capacity,High Risk
